section name,section type,size
.text.lwip_freeaddrinfo,text,20
.text.lwip_getaddrinfo,text,712
.rodata.lwip_getaddrinfo.str1.1,rodata,42
.text.netif_loopif_init,text,32
.text.netif_null_output_ip6,text,6
.text.netif_issue_reports,text,46
.text.netif_poll,text,160
.text.netif_set_ipaddr,text,188
.text.netif_set_gw,text,92
.text.netif_set_netmask,text,92
.text.netif_set_addr,text,70
.text.netif_add,text,380
.text.netif_set_up,text,50
.text.netif_set_down,text,50
.text.netif_remove,text,168
.text.netif_set_link_up,text,50
.text.netif_init,text,100
.text.netif_set_link_down,text,18
.text.netif_loop_output,text,152
.text.netif_loop_output_ipv4,text,4
.text.netif_loop_output_ipv6,text,4
.text.netif_ip6_addr_set_parts,text,320
.text.netif_ip6_addr_set,text,64
.text.netif_ip6_addr_set_state,text,344
.text.netif_get_ip6_addr_match,text,84
.text.netif_get_by_index,text,32
.text.netif_get_by_cid,text,84
.text.netif_get_by_cid_type,text,68
.text.netif_find,text,64
.text.netif_is_valid,text,24
.rodata.netif_add.str1.1,rodata,69
.rodata.netif_get_by_cid_type.str1.1,rodata,47
.rodata.netif_ip6_addr_set.str1.1,rodata,14
.rodata.netif_ip6_addr_set_parts.str1.1,rodata,14
.rodata.netif_ip6_addr_set_state.str1.1,rodata,44
.rodata.netif_loop_output.str1.1,rodata,44
.rodata.netif_poll.str1.1,rodata,128
.text.pbuf_skip_const,text,22
.text.pbuf_free_ooseq_callback,text,76
.text.pbuf_header_impl,text,172
.text.pbuf_alloc_reference,text,112
.text.pbuf_alloced_custom,text,172
.text.pbuf_header,text,6
.text.pbuf_header_force,text,6
.text.pbuf_free,text,212
.text.pbuf_alloc,text,356
.text.pbuf_realloc,text,176
.text.pbuf_free_header,text,80
.text.pbuf_clen,text,16
.text.pbuf_ref,text,64
.text.pbuf_cat,text,88
.text.pbuf_chain,text,44
.text.pbuf_copy,text,276
.text.pbuf_copy_partial,text,144
.text.pbuf_split_64k,text,132
.text.pbuf_take,text,172
.text.pbuf_take_at,text,94
.text.pbuf_try_get_at,text,38
.text.pbuf_get_at,text,14
.text.pbuf_put_at,text,32
.rodata.pbuf_alloc.str1.1,rodata,84
.rodata.pbuf_alloc_reference.str1.1,rodata,18
.rodata.pbuf_alloced_custom.str1.1,rodata,36
.rodata.pbuf_cat.str1.1,rodata,98
.rodata.pbuf_copy.str1.1,rodata,153
.rodata.pbuf_copy_partial.str1.1,rodata,66
.rodata.pbuf_free.str1.1,rodata,73
.rodata.pbuf_header_impl.str1.1,rodata,72
.rodata.pbuf_realloc.str1.1,rodata,93
.rodata.pbuf_ref.str1.1,rodata,18
.rodata.pbuf_split_64k.str1.1,rodata,34
.rodata.pbuf_take.str1.1,rodata,128
.text.fsm_sconfreq,text,356
.text.fsm_init,text,60
.text.fsm_lowerup,text,100
.text.fsm_lowerdown,text,192
.text.fsm_open,text,128
.text.fsm_sdata,text,196
.text.fsm_timeout,text,312
.text.terminate_layer,text,232
.text.fsm_close,text,108
.text.fsm_protreject,text,164
.text.fsm_input,text,1288
.rodata.fsm_input.str1.1,rodata,145
.rodata.fsm_lowerdown.str1.1,rodata,16
.rodata.fsm_sconfreq.str1.1,rodata,91
.rodata.fsm_timeout.str1.1,rodata,106
.text.ppp_vslprintf,text,1416
.text.ppp_slprintf,text,26
.text.ppp_vslp_printer,text,44
.text.ppp_logit.isra.2,text,48
.text.ppp_print_string,text,156
.text.ppp_error,text,26
.text.ppp_warn,text,26
.text.ppp_notice,text,26
.text.ppp_info,text,26
.text.ppp_dbglog,text,26
.text.ppp_dump_packet,text,88
.rodata.hexchars.14215,rodata,17
.rodata.ppp_dump_packet.str1.1,rodata,6
.rodata.ppp_logit.isra.2.str1.1,rodata,4
.rodata.ppp_print_string.str1.1,rodata,15
.rodata.ppp_vslprintf.str1.1,rodata,58
.text.ppp_set_notify_phase_callback,text,22
.text.ppp_free,text,44
.text.ppp_netif_output_ip4,text,64
.text.ppp_netif_output_ip6,text,64
.text.ppp_init,text,40
.text.ppp_write,text,40
.text.ppp_link_terminated,text,44
.text.new_phase,text,60
.text.ppp_do_connect,text,72
.text.ppp_listen,text,48
.text.ppp_close,text,128
.text.ppp_new,text,108
.text.ppp_start,text,26
.text.ppp_link_end,text,44
.text.ppp_send_config,text,52
.text.ppp_recv_config,text,52
.text.sifaddr,text,30
.text.cifaddr,text,28
.text.sdns,text,76
.text.cdns,text,104
.text.sifup,text,76
.text.sifdown,text,64
.text.get_mask,text,6
.text.sif6up,text,76
.text.sif6down,text,64
.text.netif_set_mtu,text,52
.text.protocol_name,text,32
.rodata.memp_PPP_PCB,rodata,8
.rodata.ppp_close.str1.1,rodata,13
.rodata.ppp_do_connect.str1.1,rodata,110
.rodata.ppp_write.str1.1,rodata,110
.rodata.protocol_list,rodata,1024
.rodata.memp_PPPAPI_MSG,rodata,8
.text.pppos_destroy,text,16
.text.pppos_input_free_current_packet,text,36
.text.pppos_disconnect,text,32
.text.pppos_listen,text,68
.text.pppos_connect,text,68
.text.pppos_output_append,text,156
.text.pppos_output_last,text,128
.text.pppos_netif_output,text,304
.text.pppos_write,text,200
.text.pppos_recv_config,text,72
.text.pppos_send_config,text,84
.text.pppos_create,text,88
.rodata.fcstab,rodata,512
.rodata.memp_PPPOS_PCB,rodata,8
.rodata.pppos_callbacks,rodata,32
.text.raw_input,text,388
.text.raw_bind,text,166
.text.raw_bind_netif,text,20
.text.raw_connect,text,182
.text.raw_recv,text,6
.text.raw_sendto_if_src,text,476
.text.raw_sendto,text,396
.text.raw_send,text,8
.text.raw_remove,text,48
.text.raw_new,text,72
.text.raw_new_ip_type,text,20
.text.raw_netif_ip_addr_changed,text,196
.rodata.raw_input.str1.1,rodata,114
.rodata.raw_sendto.str1.1,rodata,48
.rodata.raw_sendto_if_src.str1.1,rodata,72
.text.lwip_netconn_do_getaddr,text,224
.text.setup_tcp,text,72
.text.lwip_netconn_do_newconn,text,184
.text.lwip_netconn_do_connected,text,176
.text.lwip_netconn_do_writemore,text,612
.text.lwip_netconn_do_close_internal,text,928
.text.poll_tcp,text,140
.text.recv_tcp,text,228
.text.lwip_netconn_do_bind,text,70
.text.lwip_netconn_do_connect,text,268
.text.lwip_netconn_do_disconnect,text,32
.text.lwip_netconn_do_listen,text,288
.text.lwip_netconn_do_gethostbyname,text,64
.text.lwip_netconn_do_dns_found,text,152
.text.lwip_netconn_do_dns_founds,text,232
.text.lwip_netconn_do_getallhostbyname,text,72
.text.netconn_apimsg,text,24
.text.err_tcp,text,328
.text.alloc_socket,text,132
.text.tryget_socket_unconn,text,44
.text.tryget_socket,text,18
.text.lwip_selscan,text,452
.text.sent_tcp,text,116
.text.lwip_netconn_do_recv,text,54
.text.unlikely.netconn_tcp_recvd_msg.part.6,text,40
.text.netconn_close_shutdown,text,96
.text.get_socket,text,52
.text.event_callback,text,292
.text.lwip_sock_make_addr.isra.9,text,232
.text.lwip_netconn_is_err_msg,text,92
.text.netconn_alloc,text,180
.text.netconn_free,text,120
.text.accept_function,text,284
.text.netconn_new_with_proto_and_callback,text,224
.text.netconn_delete,text,68
.text.netconn_getaddr,text,172
.text.lwip_getaddrname,text,456
.text.netconn_bind,text,216
.text.netconn_connect,text,128
.text.netconn_disconnect,text,88
.text.netconn_listen_with_backlog,text,88
.text.netconn_tcp_recvd,text,116
.text.netconn_send,text,92
.text.netconn_write_vectors_partly,text,280
.text.netconn_write_partly,text,24
.text.netconn_err,text,30
.text.lwip_netconn_do_send,text,146
.text.lwip_netconn_do_write,text,220
.text.netconn_accept,text,204
.text.netconn_recv_data,text,272
.text.netconn_recv_udp_raw_netbuf_flags,text,60
.text.netconn_recv_data_tcp,text,204
.text.netconn_recv_tcp_pbuf_flags,text,60
.text.lwip_recv_tcp,text,512
.text.netconn_shutdown,text,22
.text.netconn_gethostbyname_ext,text,404
.text.netconn_getallhostbyname_ext,text,448
.text.netconn_gethostbyname_addrtype,text,20
.text.netconn_getallhostbyname_addrtype,text,20
.text.netbuf_delete,text,34
.text.recv_udp,text,260
.text.recv_raw,text,220
.text.netconn_drain,text,170
.text.lwip_netconn_do_delconn,text,312
.text.lwip_netconn_do_close,text,184
.text.lwip_recvfrom_udp_raw,text,580
.text.netbuf_free,text,56
.text.netbuf_ref,text,92
.text.sockaddr_to_ipaddr_port,text,104
.text.lwip_accept,text,796
.text.lwip_bind,text,472
.text.lwip_close,text,188
.text.lwip_connect,text,500
.text.lwip_listen,text,164
.text.lwip_recvfrom,text,508
.text.lwip_read,text,18
.text.lwip_recv,text,16
.text.lwip_recvmsg,text,420
.text.lwip_sendmsg,text,564
.text.lwip_sendto,text,568
.text.lwip_send,text,196
.text.lwip_socket,text,244
.text.lwip_write,text,6
.text.lwip_writev,text,34
.text.lwip_select,text,852
.text.lwip_shutdown,text,172
.text.lwip_getpeername,text,6
.text.lwip_getsockname,text,6
.text.lwip_getsockopt,text,1348
.text.lwip_setsockopt,text,1420
.text.lwip_ioctl,text,268
.text.lwip_fcntl,text,228
.text.lwip_getAckedSize,text,80
.text.lwip_getSentSize,text,60
.text.lwip_getRecvAvailSize,text,112
.text.lwip_getRecvBufSize,text,84
.text.lwip_getTcpState,text,84
.text.lwip_getDefaultNetif,text,12
.text.lwip_get_error,text,36
.text.quec_get_select_cb_list,text,12
.text.quecl_get_lwip_tcp_rto_init,text,12
.rodata.accept_function.str1.1,rodata,39
.rodata.alloc_socket.str1.1,rodata,75
.rodata.err_tcp.str1.1,rodata,67
.rodata.event_callback.str1.1,rodata,14
.rodata.lwip_accept.str1.1,rodata,37
.rodata.lwip_bind.str1.1,rodata,27
.rodata.lwip_close.str1.1,rodata,23
.rodata.lwip_connect.str1.1,rodata,30
.rodata.lwip_getRecvAvailSize.str1.1,rodata,37
.rodata.lwip_getRecvBufSize.str1.1,rodata,37
.rodata.lwip_getaddrname.str1.1,rodata,48
.rodata.lwip_netconn_do_close_internal.str1.1,rodata,279
.rodata.lwip_netconn_do_connect.str1.1,rodata,28
.rodata.lwip_netconn_do_connected.str1.1,rodata,121
.rodata.lwip_netconn_do_delconn.str1.1,rodata,20
.rodata.lwip_netconn_do_dns_found.str1.1,rodata,45
.rodata.lwip_netconn_do_getaddr.str1.1,rodata,65
.rodata.lwip_netconn_do_write.str1.1,rodata,47
.rodata.lwip_netconn_do_writemore.str1.1,rodata,223
.rodata.lwip_netconn_is_err_msg.str1.1,rodata,12
.rodata.lwip_recv_tcp.str1.1,rodata,103
.rodata.lwip_recvfrom_udp_raw.str1.1,rodata,41
.rodata.lwip_recvmsg.str1.1,rodata,70
.rodata.lwip_select.str1.1,rodata,71
.rodata.lwip_sendmsg.str1.1,rodata,164
.rodata.lwip_sendto.str1.1,rodata,29
.rodata.lwip_setsockopt.str1.1,rodata,42
.rodata.lwip_sock_make_addr.isra.9.str1.1,rodata,29
.rodata.netbuf_alloc.str1.1,rodata,105
.rodata.netbuf_free.str1.1,rodata,25
.rodata.netbuf_ref.str1.1,rodata,24
.rodata.netconn_aborted,rodata,1
.rodata.netconn_accept.str1.1,rodata,61
.rodata.netconn_alloc.str1.1,rodata,38
.rodata.netconn_bind.str1.1,rodata,27
.rodata.netconn_close_shutdown.str1.1,rodata,28
.rodata.netconn_closed,rodata,1
.rodata.netconn_connect.str1.1,rodata,30
.rodata.netconn_disconnect.str1.1,rodata,33
.rodata.netconn_free.str1.1,rodata,164
.rodata.netconn_getaddr.str1.1,rodata,90
.rodata.netconn_getallhostbyname_ext.str1.1,rodata,136
.rodata.netconn_gethostbyname_ext.str1.1,rodata,188
.rodata.netconn_listen_with_backlog.str1.1,rodata,29
.rodata.netconn_new_with_proto_and_callback.str1.1,rodata,112
.rodata.netconn_recv_data.str1.1,rodata,69
.rodata.netconn_recv_udp_raw_netbuf.str1.1,rodata,42
.rodata.netconn_reset,rodata,1
.rodata.netconn_send.str1.1,rodata,27
.rodata.netconn_tcp_recvd_msg.part.6.str1.1,rodata,80
.rodata.netconn_write_vectors_partly.str1.1,rodata,97
.rodata.poll_tcp.str1.1,rodata,25
.rodata.recv_tcp.str1.1,rodata,142
.rodata.recv_udp.str1.1,rodata,95
.text.tcp_new_port,text,84
.text.tcp_close_shutdown_fin,text,132
.text.tcp_init,text,76
.text.tcp_bind_netif,text,20
.text.tcp_update_rcv_ann_wnd,text,44
.text.tcp_recved,text,192
.text.tcp_seg_free,text,32
.text.tcp_segs_free,text,16
.text.tcp_seg_copy,text,32
.text.tcp_arg,text,6
.text.tcp_recv,text,56
.text.tcp_sent,text,56
.text.tcp_err,text,56
.text.tcp_accept,text,14
.text.tcp_poll,text,56
.text.tcp_pcb_purge,text,176
.text.tcp_slowtmr,text,1564
.text.tcp_next_iss,text,24
.text.tcp_eff_send_mss_netif,text,66
.text.tcp_debug_print_state,text,20
.text.tcp_debug_print_flags,text,172
.text.tcp_debug_print,text,472
.text.tcp_debug_print_pcbs,text,208
.text.tcp_pcbs_sane,text,136
.text.tcp_bind,text,608
.text.tcp_listen_with_backlog_and_err,text,548
.text.tcp_connect,text,912
.text.tcp_pcb_remove,text,304
.text.tcp_close_shutdown,text,660
.text.tcp_close,text,68
.text.tcp_recv_null,text,36
.text.tcp_process_refused_data,text,208
.text.tcp_fasttmr,text,196
.text.tcp_tmr,text,60
.text.tcp_shutdown,text,84
.text.tcp_abandon,text,384
.text.tcp_abort,text,6
.text.tcp_accept_null,text,14
.text.tcp_netif_ip_addr_changed_pcblist,text,124
.text.tcp_netif_ip_addr_changed,text,304
.text.tcp_kill_state,text,92
.text.tcp_alloc,text,424
.text.tcp_new_ip_type,text,20
.rodata.tcp_abandon.str1.1,rodata,61
.rodata.tcp_backoff,rodata,13
.rodata.tcp_bind.str1.1,rodata,163
.rodata.tcp_close_shutdown.str1.1,rodata,44
.rodata.tcp_close_shutdown_fin.str1.1,rodata,87
.rodata.tcp_connect.str1.1,rodata,48
.rodata.tcp_err.str1.1,rodata,38
.rodata.tcp_init.str1.1,rodata,46
.rodata.tcp_listen_with_backlog_and_err.str1.1,rodata,145
.rodata.tcp_pcb_lists,rodata,16
.rodata.tcp_pcb_remove.str1.1,rodata,119
.rodata.tcp_pcbs_sane.str1.1,rodata,174
.rodata.tcp_persist_backoff,rodata,7
.rodata.tcp_poll.str1.1,rodata,30
.rodata.tcp_recv.str1.1,rodata,39
.rodata.tcp_recved.str1.1,rodata,119
.rodata.tcp_sent.str1.1,rodata,39
.rodata.tcp_slowtmr.str1.1,rodata,376
.text.tcp_oos_insert_segment,text,160
.text.tcp_getoptbyte,text,64
.text.tcp_parseopt.part.1,text,288
.text.tcp_free_acked_segments.isra.2,text,204
.text.tcp_receive,text,2648
.text.tcp_input,text,5132
.text.tcp_trigger_input_pcb_close,text,16
.rodata.tcp_free_acked_segments.isra.2.str1.1,rodata,72
.rodata.tcp_input.str1.1,rodata,465
.rodata.tcp_parseopt.part.1.str1.1,rodata,72
.rodata.tcp_receive.str1.1,rodata,294
.text.tcp_create_segment,text,264
.text.tcp_route,text,38
.text.tcp_pbuf_prealloc,text,128
.text.tcp_output_alloc_header.constprop.2,text,216
.text.tcp_write,text,1668
.text.tcp_enqueue_flags,text,464
.text.tcp_send_fin,text,94
.text.tcp_send_empty_ack,text,186
.text.tcp_output,text,1288
.text.tcp_rst,text,324
.text.tcp_rexmit_rto,text,158
.text.tcp_rexmit,text,122
.text.tcp_rexmit_fast,text,78
.text.tcp_keepalive,text,464
.text.tcp_zero_window_probe,text,616
.rodata.tcp_create_segment.str1.1,rodata,66
.rodata.tcp_enqueue_flags.str1.1,rodata,248
.rodata.tcp_keepalive.str1.1,rodata,48
.rodata.tcp_output.str1.1,rodata,61
.rodata.tcp_output_alloc_header.constprop.2.str1.1,rodata,46
.rodata.tcp_pbuf_prealloc.str1.1,rodata,20
.rodata.tcp_write.str1.1,rodata,703
.text.tcpip_thread,text,164
.text.tcpip_inpkt,text,64
.text.tcpip_input,text,28
.text.tcpip_callback_with_block,text,42
.text.tcpip_send_msg_wait_sem,text,32
.text.tcpip_init,text,64
.rodata.tcpip_init.str1.1,rodata,33
.rodata.tcpip_thread.str1.1,rodata,72
.text.tcpip_tcp_timer,text,56
.text.cyclic_timer,text,48
.text.tcp_timer_needed,text,52
.text.sys_timeouts_init,text,36
.rodata.lwip_cyclic_timers,rodata,108
.text.udp_init,text,24
.text.udp_input,text,784
.text.udp_bind,text,804
.text.udp_sendto_if_src,text,472
.text.udp_sendto_if,text,144
.text.udp_sendto,text,372
.text.udp_send,text,26
.text.udp_bind_netif,text,20
.text.udp_connect,text,444
.text.udp_disconnect,text,100
.text.udp_recv,text,6
.text.udp_remove,text,48
.text.udp_new,text,34
.text.udp_new_ip_type,text,18
.text.udp_netif_ip_addr_changed,text,196
.rodata.udp_bind.str1.1,rodata,48
.rodata.udp_input.str1.1,rodata,61
.rodata.udp_sendto.str1.1,rodata,37
.rodata.udp_sendto_if_src.str1.1,rodata,46
.text.prvCpinReadRspCB,text,72
.text.malSimGetState,text,232
.text.prvMalThreadEntry,text,140
.text.malInit,text,48
.text.malSetTransContext,text,8
.text.malCreateTrans,text,40
.text.malStartUtiTrans,text,28
.text.malAbortTrans,text,16
.text.malTerminateTrans,text,32
.text.malTransUti,text,4
.text.malTransFinished,text,10
.text.malTransWait,text,10
.text.malTransContext,text,4
.rodata.malInit.str1.1,rodata,14
.rodata.prvMalThreadEntry.str1.1,rodata,43
.text.mbedtls_arc4_init,text,10
.text.mbedtls_arc4_free,text,12
.text.mbedtls_arc4_setup,text,66
.text.mbedtls_arc4_crypt,text,70
.text.asn1_get_sequence_of_cb,text,52
.text.mbedtls_asn1_get_len,text,170
.text.mbedtls_asn1_get_tag,text,40
.text.asn1_get_tagged_int,text,102
.text.mbedtls_asn1_get_bool,text,50
.text.mbedtls_asn1_get_int,text,8
.text.mbedtls_asn1_get_mpi,text,38
.text.mbedtls_asn1_get_bitstring,text,70
.text.mbedtls_asn1_traverse_sequence_of,text,136
.text.mbedtls_asn1_get_bitstring_null,text,40
.text.mbedtls_asn1_get_sequence_of,text,60
.text.mbedtls_asn1_get_alg,text,154
.text.mbedtls_asn1_get_alg_null,text,48
.text.mbedtls_asn1_write_len,text,232
.text.mbedtls_asn1_write_tag,text,28
.text.mbedtls_asn1_write_raw_buffer,text,42
.text.mbedtls_asn1_write_mpi,text,134
.text.mbedtls_asn1_write_null,text,38
.text.mbedtls_asn1_write_oid,text,54
.text.mbedtls_asn1_write_algorithm_identifier,text,84
.text.mbedtls_base64_encode,text,280
.text.mbedtls_base64_decode,text,292
.text.mpi_mul_hlp,text,1986
.text.mpi_bigendian_to_host.part.1,text,36
.text.mpi_fill_random_internal,text,100
.text.mpi_montmul.isra.2,text,236
.text.mbedtls_mpi_init,text,12
.text.mbedtls_mpi_free,text,36
.text.mbedtls_mpi_grow,text,76
.text.mbedtls_mpi_resize_clear,text,54
.text.mbedtls_mpi_shrink,text,114
.text.mbedtls_mpi_copy,text,110
.text.mbedtls_mpi_swap,text,42
.text.mbedtls_mpi_lset,text,56
.text.mbedtls_mpi_get_bit,text,32
.text.mbedtls_mpi_set_bit,text,92
.text.mbedtls_mpi_lsb,text,54
.text.mbedtls_mpi_bitlen,text,64
.text.mbedtls_mpi_size,text,12
.text.mbedtls_mpi_read_binary_le,text,70
.text.mbedtls_mpi_read_binary,text,66
.text.mbedtls_mpi_write_binary_le,text,106
.text.mbedtls_mpi_write_binary,text,106
.text.mbedtls_mpi_shift_l,text,148
.text.mbedtls_mpi_shift_r,text,136
.text.mbedtls_mpi_cmp_abs,text,104
.text.mbedtls_mpi_cmp_mpi,text,138
.text.mbedtls_mpi_cmp_int,text,44
.text.mbedtls_mpi_add_abs,text,194
.text.mbedtls_mpi_sub_abs,text,226
.text.mbedtls_mpi_add_mpi,text,66
.text.mbedtls_mpi_sub_mpi,text,68
.text.mbedtls_mpi_add_int,text,44
.text.mbedtls_mpi_sub_int,text,44
.text.mbedtls_mpi_mul_mpi,text,238
.text.mbedtls_mpi_mul_int,text,94
.text.mbedtls_mpi_div_mpi,text,860
.text.mbedtls_mpi_mod_mpi,text,100
.text.mbedtls_mpi_mod_int,text,120
.text.mpi_check_small_factors,text,76
.text.mbedtls_mpi_exp_mod,text,1104
.text.mbedtls_mpi_gcd,text,250
.text.mbedtls_mpi_fill_random,text,52
.text.mpi_miller_rabin,text,386
.text.mbedtls_mpi_random,text,222
.text.mbedtls_mpi_inv_mod,text,678
.text.mbedtls_mpi_is_prime_ext,text,90
.text.mbedtls_mpi_gen_prime,text,524
.rodata.small_prime,rodata,672
.text.blowfish_enc,text,92
.text.mbedtls_blowfish_init,text,10
.text.mbedtls_blowfish_free,text,12
.text.mbedtls_blowfish_setkey,text,216
.text.mbedtls_blowfish_crypt_ecb,text,190
.text.mbedtls_blowfish_crypt_cbc,text,160
.text.mbedtls_blowfish_crypt_cfb64,text,118
.text.mbedtls_blowfish_crypt_ctr,text,100
.rodata.P,rodata,72
.rodata.S,rodata,4096
.text.camellia_feistel,text,136
.text.mbedtls_camellia_init,text,10
.text.mbedtls_camellia_free,text,12
.text.mbedtls_camellia_setkey_enc,text,1084
.text.mbedtls_camellia_setkey_dec,text,162
.text.mbedtls_camellia_crypt_ecb,text,340
.text.mbedtls_camellia_crypt_cbc,text,164
.text.mbedtls_camellia_crypt_cfb128,text,118
.text.mbedtls_camellia_crypt_ctr,text,100
.rodata.FSb,rodata,256
.rodata.FSb2,rodata,256
.rodata.FSb3,rodata,256
.rodata.FSb4,rodata,256
.rodata.SIGMA_CHARS,rodata,48
.rodata.indexes,rodata,160
.rodata.shifts,rodata,32
.rodata.transposes,rodata,40
.text.ccm_auth_crypt,text,754
.text.mbedtls_ccm_init,text,8
.text.mbedtls_ccm_setkey,text,70
.text.mbedtls_ccm_free,text,24
.text.mbedtls_ccm_star_encrypt_and_tag,text,44
.text.mbedtls_ccm_encrypt_and_tag,text,24
.text.mbedtls_ccm_star_auth_decrypt,text,92
.text.mbedtls_ccm_auth_decrypt,text,24
.text.chacha20_quarter_round,text,106
.text.chacha20_block,text,334
.text.mbedtls_chacha20_init,text,26
.text.mbedtls_chacha20_free,text,10
.text.mbedtls_chacha20_setkey,text,220
.text.mbedtls_chacha20_starts,text,90
.text.mbedtls_chacha20_update,text,330
.text.chachapoly_pad_aad,text,48
.text.mbedtls_chachapoly_init,text,40
.text.mbedtls_chachapoly_free,text,42
.text.mbedtls_chachapoly_setkey,text,4
.text.mbedtls_chachapoly_starts,text,94
.text.mbedtls_chachapoly_update_aad,text,48
.text.mbedtls_chachapoly_update,text,132
.text.mbedtls_chachapoly_finish,text,226
.text.mbedtls_chachapoly_encrypt_and_tag,text,70
.text.mbedtls_chachapoly_auth_decrypt,text,96
.text.add_pkcs_padding,text,24
.text.get_pkcs_padding,text,84
.text.add_one_and_zeros_padding,text,28
.text.add_zeros_and_len_padding,text,34
.text.get_zeros_and_len_padding,text,80
.text.add_zeros_padding,text,20
.text.get_no_padding,text,20
.text.mbedtls_cipher_aead_encrypt,text,156
.text.mbedtls_cipher_aead_decrypt,text,188
.text.get_one_and_zeros_padding,text,80
.text.get_zeros_padding,text,60
.text.mbedtls_cipher_info_from_type,text,28
.text.mbedtls_cipher_info_from_values,text,40
.text.mbedtls_cipher_init,text,8
.text.mbedtls_cipher_free,text,32
.text.mbedtls_cipher_setkey,text,64
.text.mbedtls_cipher_set_iv,text,112
.text.mbedtls_cipher_reset,text,20
.text.mbedtls_cipher_update,text,596
.text.mbedtls_cipher_finish,text,200
.text.mbedtls_cipher_set_padding_mode,text,124
.text.mbedtls_cipher_setup,text,56
.text.mbedtls_cipher_crypt,text,76
.text.mbedtls_cipher_auth_encrypt_ext,text,68
.text.mbedtls_cipher_auth_decrypt_ext,text,48
.text.chachapoly_ctx_free,text,18
.text.chachapoly_ctx_alloc,text,22
.text.chachapoly_setkey_wrap,text,28
.text.chacha20_ctx_free,text,18
.text.chacha20_ctx_alloc,text,22
.text.chacha20_setkey_wrap,text,28
.text.chacha20_stream_wrap,text,24
.text.des3_ctx_free,text,18
.text.des3_ctx_alloc,text,24
.text.des3_set3key_dec_wrap,text,4
.text.des3_set3key_enc_wrap,text,4
.text.des3_crypt_cbc_wrap,text,4
.text.des3_crypt_ecb_wrap,text,8
.text.des3_set2key_dec_wrap,text,4
.text.des3_set2key_enc_wrap,text,4
.text.des_ctx_free,text,18
.text.des_ctx_alloc,text,22
.text.des_setkey_dec_wrap,text,4
.text.des_setkey_enc_wrap,text,4
.text.des_crypt_cbc_wrap,text,4
.text.des_crypt_ecb_wrap,text,8
.text.ccm_ctx_free,text,18
.text.ccm_ctx_alloc,text,22
.text.ccm_camellia_setkey_wrap,text,10
.text.ccm_aes_setkey_wrap,text,10
.text.gcm_ctx_free,text,18
.text.gcm_ctx_alloc,text,24
.text.gcm_camellia_setkey_wrap,text,10
.text.gcm_aes_setkey_wrap,text,10
.text.camellia_ctx_free,text,18
.text.camellia_ctx_alloc,text,24
.text.camellia_setkey_dec_wrap,text,4
.text.camellia_setkey_enc_wrap,text,4
.text.camellia_crypt_ctr_wrap,text,4
.text.camellia_crypt_cfb128_wrap,text,4
.text.camellia_crypt_cbc_wrap,text,4
.text.camellia_crypt_ecb_wrap,text,4
.text.blowfish_ctx_free,text,18
.text.blowfish_ctx_alloc,text,24
.text.blowfish_setkey_wrap,text,4
.text.blowfish_crypt_ctr_wrap,text,4
.text.blowfish_crypt_cfb64_wrap,text,4
.text.blowfish_crypt_cbc_wrap,text,4
.text.blowfish_crypt_ecb_wrap,text,4
.text.arc4_ctx_free,text,18
.text.arc4_ctx_alloc,text,24
.text.arc4_setkey_wrap,text,28
.text.arc4_crypt_stream_wrap,text,4
.text.xts_aes_ctx_alloc,text,24
.text.xts_aes_setkey_dec_wrap,text,4
.text.xts_aes_setkey_enc_wrap,text,4
.text.aes_crypt_xts_wrap,text,32
.text.aes_ctx_free,text,18
.text.aes_ctx_alloc,text,24
.text.aes_setkey_dec_wrap,text,4
.text.aes_setkey_enc_wrap,text,4
.text.aes_crypt_ctr_wrap,text,4
.text.aes_crypt_ofb_wrap,text,4
.text.aes_crypt_cfb128_wrap,text,4
.text.aes_crypt_cbc_wrap,text,4
.text.aes_crypt_ecb_wrap,text,4
.text.xts_aes_ctx_free,text,22
.rodata.aes_128_cbc_info,rodata,28
.rodata.aes_128_ccm_info,rodata,28
.rodata.aes_128_cfb128_info,rodata,28
.rodata.aes_128_ctr_info,rodata,28
.rodata.aes_128_ecb_info,rodata,28
.rodata.aes_128_gcm_info,rodata,28
.rodata.aes_128_ofb_info,rodata,28
.rodata.aes_128_xts_info,rodata,28
.rodata.aes_192_cbc_info,rodata,28
.rodata.aes_192_ccm_info,rodata,28
.rodata.aes_192_cfb128_info,rodata,28
.rodata.aes_192_ctr_info,rodata,28
.rodata.aes_192_ecb_info,rodata,28
.rodata.aes_192_gcm_info,rodata,28
.rodata.aes_192_ofb_info,rodata,28
.rodata.aes_256_cbc_info,rodata,28
.rodata.aes_256_ccm_info,rodata,28
.rodata.aes_256_cfb128_info,rodata,28
.rodata.aes_256_ctr_info,rodata,28
.rodata.aes_256_ecb_info,rodata,28
.rodata.aes_256_gcm_info,rodata,28
.rodata.aes_256_ofb_info,rodata,28
.rodata.aes_256_xts_info,rodata,28
.rodata.aes_info,rodata,48
.rodata.arc4_128_info,rodata,28
.rodata.arc4_base_info,rodata,48
.rodata.blowfish_cbc_info,rodata,28
.rodata.blowfish_cfb64_info,rodata,28
.rodata.blowfish_ctr_info,rodata,28
.rodata.blowfish_ecb_info,rodata,28
.rodata.blowfish_info,rodata,48
.rodata.camellia_128_cbc_info,rodata,28
.rodata.camellia_128_ccm_info,rodata,28
.rodata.camellia_128_cfb128_info,rodata,28
